no,cafename,area,location,time,dayoff,image,dessert,pet,nokids,takeout,delivery,meeting,franchise,parking,price,xlocation,ylocation,score,count,average
545,수호,평거동,경남 진주시 남강로17번길 5-17,월/ 수~일 11:00 ~ 24:00,화,/public/cafe/평거동/수호.jpg,0,0,0,0,0,1,0,1,3500,35.16731261,128.0408363,0,0,0
546,스타벅스 진주평거점,평거동,경남 진주시 진양호로 206,월~일 07:00~22:00,,/public/cafe/평거동/스타벅스 진주평거점.jpg,0,0,0,0,0,0,1,1,4500,35.17251746,128.0600846,0,0,0
547,썰스티펭귄,평거동,경남 진주시 새들말로 56-10,월/ 수~일 12:10 ~ 21:00,화,/public/cafe/평거동/썰스티펭귄.jpg,0,0,0,0,1,1,0,0,4200,35.16743333,128.0604302,0,0,0
548,연정주택,평거동,경남 진주시 진양호로28번길 39-10,월/ 수~일 09:00 ~ 17:00,화,/public/cafe/평거동/연정주택.jpg,0,0,0,0,0,1,0,0,4500,35.16570952,128.0451404,0,0,0
549,읍천리382 진주평거점,평거동,경남 진주시 진양호로 227,월~금 08:00 ~ 22:00 / 토~일 10:00 ~ 22:00,,/public/cafe/평거동/읍천리382 진주평거점.jpg,0,0,0,0,1,0,1,1,3500,35.17457506,128.0610718,0,0,0
550,이용규베커라이,평거동,경남 진주시 신평공원길 37-1,월~토 11:00 ~ 21:00,일,/public/cafe/평거동/이용규베커라이.jpg,0,0,0,0,1,1,0,1,10000,35.17217135,128.0671683,0,0,0
551,카페옴마,평거동,경남 진주시 진양호로84번길 6-1,월~금 10:00 ~ 21:00 / 토 11:00 ~ 21:00 / 일 11:00 ~ 17:00,,/public/cafe/평거동/카페옴마.jpg,0,0,0,0,0,1,0,1,3500,35.16651278,128.0489236,0,0,0
552,커피몽드,평거동,경남 진주시 평거로5번길 18,월~일 13:00 ~ 23:00,,/public/cafe/평거동/커피몽드.jpg,1,0,0,0,0,0,0,0,4000,35.17283,128.061447,0,0,0
553,토토로의 숲 힐링카페 평거동점,평거동,경남 진주시 새들말로68번길 5,월~토 11:00 ~ 22:00 / 일 11:00 ~ 21:00,2/4번째 수,/public/cafe/평거동/토토로의 숲 힐링카페 평거동점.jpg,1,0,0,0,0,1,0,1,4500,35.16841042,128.0612963,0,0,0
554,파브커피,평거동,경남 진주시 진양호로44번길 45,월~수/ 금~일 11:00 ~ 22:00,목,/public/cafe/평거동/파브커피.jpg,1,0,0,0,0,0,0,1,4500,35.16510207,128.0479012,0,0,0
555,페레그리노,평거동,경남 진주시 남강로29번길 19,월~일 09:00 ~ 21:00,,/public/cafe/평거동/페레그리노.jpg,1,1,0,0,0,1,0,0,4500,35.16565407,128.041899,0,0,0
556,프로젝트서믿츠,평거동,경남 진주시 새들말로 56-8,월~일 11:30 ~ 22:00,,/public/cafe/logo.png,0,0,0,0,0,1,0,0,4500,35.16753575,128.0603135,0,0,0
557,플러피하우스,평거동,경남 진주시 신평공원길 27,화~일 12:00 ~ 20:00,월,/public/cafe/평거동/플러피하우스.jpg,0,1,0,0,1,0,0,0,4000,35.17139368,128.0664337,0,0,0
558,구스띠모 갤러리아백화점 진주점,평안동,경남 진주시 진주대로 1095 지하 1층,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
559,그집커피,평안동,경남 진주시 향교로 6,월~토 11:30~20:30,일,/public/cafe/평안동/그집커피.jpg,0,0,0,0,0,0,0,0,4500,35.19726204,128.0833324,0,0,0
560,나따오비까 갤러리아백화점 진주점,평안동,경남 진주시 진주대로 1095 지하 1층,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3300,35.19668272,128.0823502,0,0,0
561,더웨이브,평안동,경남 진주시 촉석로201번길 8-1,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,4000,35.19655341,128.0839598,0,0,0
562,던킨 진주인벤스점,평안동,경남 진주시 향교로 3 롯데인벤스,월~일 8:00~21:30,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3700,35.1977336,128.0830093,0,0,0
563,디저트39 진주갤러리아점,평안동,경남 진주시 진주대로 1095 갤러리아백화점 2층,,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,2900,35.19668272,128.0823502,0,0,0
564,로스팅하우스8,평안동,경남 진주시 진주대로 1095 8층,월~일 10:30~20:00,,/public/cafe/logo.png,0,0,0,0,0,0,0,1,3500,35.19668272,128.0823502,0,0,0
565,룰루요거트 갤러리아진주점,평안동,경남 진주시 진주대로 1095 진주갤러리아백화점 지하1층,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
566,마리웨일237 진주갤러리아점,평안동,경남 진주시 진주대로 1095 지하 1층,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3800,35.19668272,128.0823502,0,0,0
567,마미갸또 갤러리아백화점진주점,평안동,경남 진주시 진주대로 1095,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
568,밀레다임커피,평안동,경남 진주시 진주대로1087번길 3 1층 밀레다임커피,월~일 10:00~22:00,,/public/cafe/평안동/밀레다임커피.jpg,1,0,0,0,0,1,0,0,4500,35.19633691,128.0827217,0,0,0
569,반반스프링스,평안동,경남 진주시 촉석로185번길 6-1,일~월 10:00~3:00 / 금~토 10:00~4:00,,/public/cafe/평안동/반반스프링스.jpg,0,0,0,0,0,0,1,0,3900,35.19576199,128.0822557,0,0,0
570,범산목장 갤러리아진주점,평안동,경남 진주시 진주대로 1095 7층,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
571,스토어,평안동,경남 진주시 진주대로 1104 1층,화~일 10:00~22:00,월,/public/cafe/logo.png,0,0,0,0,0,0,0,0,3500,35.19724014,128.0820008,0,0,0
572,앤티앤스 갤러리아백화점 진주점,평안동,경남 진주시 진주대로 1095 지하1층 앤티앤스프레즐,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
573,엔드라커피,평안동,경남 진주시 촉석로185번길 10,월~일 10:30~22:00,,/public/cafe/평안동/엔드라커피.jpg,0,0,0,0,0,0,0,0,4500,35.1959725,128.0821487,0,0,0
574,카라제벅스,평안동,경남 진주시 향교로 3,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.1977336,128.0830093,0,0,0
575,카페 오라클,평안동,경남 진주시 진주대로1108번길 4,월~일 12:00~23:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3300,35.19722354,128.0818414,0,0,0
576,카페봄봄 진주대안점,평안동,경남 진주시 촉석로185번길 12-1 1층 카페 봄봄,월~일 9:00~21:00,,/public/cafe/평안동/카페봄봄 진주대안점.jpg,0,0,0,0,0,0,1,0,1300,35.19620705,128.0821243,0,0,0
577,카페텀블러 갤러리아진주점,평안동,경남 진주시 진주대로 1095,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
578,크림바바 갤러리아진주점,평안동,경남 진주시 진주대로 1095,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
579,파리베게뜨 진주평안점,평안동,경남 진주시 진주대로 1106,월~일 7:00~23:00,,/public/cafe/평안동/파리베게뜨 진주평안점.jpg,0,0,0,0,0,0,0,0,3700,35.19722726,128.0819292,0,0,0
580,퍼펙트아이스 갤러리아백화점 진주점,평안동,경남 진주시 진주대로 1095,,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,10000,35.19668272,128.0823502,0,0,0
581,피브,평안동,경남 진주시 향교로12번길 4 pib 카페,화~일 10:30~20:00,월,/public/cafe/logo.png,0,0,0,0,0,0,0,0,4500,35.19726753,128.0839776,0,0,0
582,두번째골목,하대동,경남 진주시 모덕로275번길 18 1층,월~토 11:00~22:00,일,/public/cafe/하대동/두번째골목.jpg,1,0,0,0,0,0,0,0,3000,35.1905654,128.1242192,0,0,0
583,마이스코프,하대동,경남 진주시 대신로356번길 12 1층,화~금 10:00~17:00/토~일 10:00~18:00,월,/public/cafe/하대동/마이스코프.jpg,1,0,0,0,1,0,0,1,4500,35.1921809,128.1178352,0,0,0
584,봉선당,하대동,경남 진주시 선학산길 91 1층 102호,월~토 10:30~19:30,일,/public/cafe/하대동/봉선당.jpg,1,0,0,0,1,0,0,1,3500,35.1882489,128.1133536,0,0,0
585,샌디박스,하대동,경남 진주시 도동로248번길 21 1층,월~일 12:00~21:00,,/public/cafe/하대동/샌디박스.jpg,1,0,0,0,0,1,0,0,3800,35.1926566,128.1242419,0,0,0
586,슈크레브,하대동,경남 진주시 상대로 77 1층 101호,월~토 11:00~20:00,일,/public/cafe/logo.png,1,0,0,0,1,0,0,0,2500,35.184571,128.1206015,0,0,0
587,약수정원,하대동,경남 진주시 하대로34번길 11-50,수~월 11:00~20:00,화,/public/cafe/하대동/약수정원.jpg,1,1,0,0,1,1,0,1,4000,35.1900962,128.1106303,0,0,0
588,읍천리382 진주하대점,하대동,경남 진주시 하대로 53,월~금 10:00~22:00/ 토~일 9:00~21:30,,/public/cafe/하대동/읍천리382 진주하대점.jpg,0,0,0,0,1,0,1,0,3500,35.1932211,128.1174171,0,0,0
589,카페코니,하대동,경남 진주시 남강로1413번길 8 청명빌 1층상가,목~화 8:00~19:00,수,/public/cafe/하대동/카페코니.jpg,0,1,0,0,1,0,0,1,3500,35.1870718,128.127917,0,0,0
590,크리스피크림도넛 진주하대점,하대동,경남 진주시 도동로 243,월~일 9:00~22:00,,/public/cafe/하대동/크리스피크림도넛 진주하대점.jpg,0,0,0,0,0,0,1,0,4700,35.1919964,128.121532,0,0,0
591,피베리브라더스,하대동,경남 진주시 도동로 228-1 피베리브라더스,월~일 10:00~23:00,,/public/cafe/하대동/피베리브라더스.png,1,0,0,0,0,1,0,1,5000,35.1906574,128.1222275,0,0,0
592,꼬모커피 호탄점,호탄동,경남 진주시 호탄길21번길 9,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.16315785,128.1152439,0,0,0
593,데이아웃,호탄동,경남 진주시 강변길10번길 7,월/ 수~일 11:00 ~ 21:00,화,/public/cafe/logo.png,1,0,0,0,0,1,0,1,4000,35.16493305,128.1113608,0,0,0
594,로스팅웨어,호탄동,경남 진주시 가호방아길 51-8,월~일 09:00 ~ 22:00,,/public/cafe/호탄동/로스팅웨어.jpg,1,0,0,0,0,1,0,1,5000,35.15709637,128.1186895,0,0,0
595,베럴댄하우스,호탄동,경남 진주시 호탄길22번길 11 1층,,,/public/cafe/호탄동/베럴댄하우스.jpg,1,0,0,0,0,0,0,0,4000,35.16350326,128.1173723,0,0,0
596,봄브,호탄동,경남 진주시 호탄길22번길 5 1층,화~토 11:00 ~ 19:00,월 / 일,/public/cafe/호탄동/봄브.jpg,1,0,0,0,0,0,0,0,10000,35.16346341,128.1168065,0,0,0
597,빽다방 진주호탄점,호탄동,경남 진주시 강변길9번길 6,월~금 08:00 ~ 22:00 / 토~일 08:00 ~ 23:00,,/public/cafe/호탄동/빽다방 진주호탄점.jpg,0,0,0,1,0,0,1,0,2000,35.16460241,128.1103136,0,0,0
598,셀렉토커피 진주호탄점,호탄동,경남 진주시 호탄길 19 1층,월~일 08:00 ~ 22:00,1/3번째 월,/public/cafe/호탄동/셀렉토커피 진주호탄점.jpg,0,0,0,0,0,1,1,0,3200,35.16319778,128.1160456,0,0,0
599,아토커피,호탄동,경남 진주시 호탄길13번길 16,,,/public/cafe/logo.png,0,0,0,0,0,0,0,0,10000,35.16292826,128.1147276,0,0,0
600,연나루,호탄동,경남 진주시 강변길10번길 17 1층 연나루,월~일 10:00 ~ 23:00,,/public/cafe/호탄동/연나루.jpg,0,0,0,0,1,0,0,1,10000,35.1651404,128.1125819,0,0,0
601,와바탭하우스 진주가호점,호탄동,경남 진주시 강변길 8,,,/public/cafe/호탄동/와바탭하우스 진주가호점.jpg,1,0,0,0,0,0,0,0,10000,35.16451541,128.1109545,0,0,0
602,요거프레소 진주호탄점,호탄동,경남 진주시 가호로 53 1층,,,/public/cafe/logo.png,0,1,0,0,1,1,1,1,2500,35.16408974,128.1120632,0,0,0
603,요조신사,호탄동,경남 진주시 호탄길28번길 1,월~일 11:00 ~ 23:00,,/public/cafe/logo.png,1,0,0,0,0,0,0,0,3000,35.164028,128.116357,0,0,0
604,우지,호탄동,경남 진주시 호탄길34번길 13 우지,수~토 11:00 ~ 20:00 / 일 11:00 ~ 18:00,월 / 화,/public/cafe/호탄동/우지.jpg,1,0,0,0,1,0,0,1,3500,35.16468936,128.1175203,0,0,0
605,이디야커피 진주호탄동점,호탄동,경남 진주시 강변길 5,월~금 09:30 ~ 23:00 / 토~일 10:00 ~ 23:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,3200,35.16416682,128.1106369,0,0,0
606,인가베,호탄동,경남 진주시 강변길10번길 16 1층,월~토 11:40 ~ 22:30,일,/public/cafe/호탄동/인가베.jpg,1,0,0,0,0,1,0,1,4000,35.16490411,128.1123043,0,0,0
607,천씨씨커피 호탄점,호탄동,경남 진주시 가호로 45 1층,,,/public/cafe/logo.png,1,0,0,0,0,0,1,0,4000,35.16396773,128.1112159,0,0,0
608,카페바바라,호탄동,경남 진주시 강변길10번길 22-17 카페바바라,월/ 수~일 12:00 ~ 22:00,화,/public/cafe/logo.png,1,1,0,0,1,1,0,1,4000,35.16435487,128.1115065,0,0,0
609,커피16,호탄동,경남 진주시 호탄길 16 1층,월~일 10:00 ~ 23:00,,/public/cafe/호탄동/커피16.jpg,1,0,0,0,1,1,0,0,2500,35.16275539,128.1163716,0,0,0
610,커피하우스,호탄동,경남 진주시 호탄길13번길 24,월~금 10:30 ~ 20:00 /토 10:30 ~ 18:00,일,/public/cafe/logo.png,0,0,0,0,1,0,0,1,2500,35.16289495,128.1139397,0,0,0
611,컴포즈커피 진주호탄점,호탄동,경남 진주시 강변길 8,월~금 08:00 ~ 22:00 / 토~일 08:30 ~ 22:00,,/public/cafe/호탄동/컴포즈커피 진주호탄점.jpg,0,0,0,0,0,0,1,0,1500,35.16451541,128.1109545,0,0,0
612,크로플몬,호탄동,경남 진주시 호탄길22번길 15 1층 크로플몬,월~일 10:00 ~ 01:00,,/public/cafe/logo.png,1,0,0,0,1,0,0,0,3000,35.16352214,128.1177677,0,0,0
613,파스쿠찌 진주휴게소점,호탄동,경남 진주시 남해고속도로 194,월~일 08:00 ~ 20:00,,/public/cafe/logo.png,0,0,0,0,0,0,1,0,4300,35.159702,128.1220067,0,0,0
614,허니커피,호탄동,경남 진주시 강변길10번길 11-1,월~토 12:00 ~ 23:00,일,/public/cafe/logo.png,1,0,0,0,0,0,0,0,4000,35.16508096,128.111939,0,0,0
